Sr.No.,Locality,Signal Strength (dBm),Data Throughput (Mbps),Latency (ms),Network Type,BB60C Measurement (dBm),srsRAN Measurement (dBm),BladeRFxA9 Measurement (dBm)
10013,Bankipore,-87.20773735,1.312513911,168.2234403,LTE,-85.48911735,-94.8183276,-85.99147933
10014,Anandpuri,-91.72997668,79.29870727,22.28198264,5G,-89.16654373,-99.07757783,-94.29364438
10015,Ashok Rajpath,-90.15559384,3.196623304,80.86490577,4G,-93.53382834,-96.41958485,-92.77924973
10016,Gardanibagh,-92.88248323,6.831677487,54.51248122,4G,-94.3054194,-98.3984869,-93.75620539
10017,Anisabad,-89.29373389,3.691075975,68.30727825,4G,-90.44088429,-94.73738567,-86.62477301
10018,Bailey Road,-86.48196344,2.10741855,180.3925395,LTE,-90.6421666,-94.89869822,-86.26670074
10019,Fraser Road,-87.049091,97.60088138,34.63535856,5G,-85.37402989,-94.73606235,-86.91016277
10020,Phulwari Sharif,-91.59953066,2.277057134,143.5485839,LTE,-95.05403297,-100.0331643,-89.27010991
10021,Ashok Rajpath,-91.62102486,2.291635826,103.3063612,LTE,-90.30178332,-97.78102158,-90.39787943
10022,Ashok Rajpath,-96.49062465,5.353229058,99.40184598,4G,-101.485985,-105.5523615,-97.7018148
10023,Boring Canal Road,-90.68338951,4.913906716,60.05827337,4G,-86.20852151,-99.65637349,-92.19540953
10024,Exhibition Road,-96.61315646,13.10260062,19.24646156,5G,-93.1615476,-104.1753779,-98.54296483
10025,Bailey Road,-96.37255704,89.02327077,16.98125262,5G,-98.26786088,-103.6385206,-93.79912714
10026,Danapur,-88.87978034,9.416665258,55.50327825,4G,-86.45270933,-94.61343043,-86.67811576
10027,Kidwaipuri,-100.8468573,53.92792091,43.40521952,5G,-96.87542604,-107.2930245,-103.393594
10028,Bailey Road,-87.0621097,6.007800375,56.16962599,4G,-86.11012921,-95.41873675,-84.08170292
10029,Danapur,-89.2529633,70.56282005,36.60760704,5G,-90.22460489,-94.758759,-86.28327085
10030,Phulwari Sharif,-97.11560651,81.37170716,41.63499117,5G,-98.9400657,-106.5551389,-96.36042927
10031,Phulwari Sharif,-97.10530529,9.786015589,52.07828111,4G,-97.54689123,-103.3619371,-97.6251647
10032,Fraser Road,-93.37517327,2.395537416,167.8716489,LTE,-92.91588307,-99.42595781,-94.9965659
10033,Ashok Rajpath,-90.51109996,5.301472946,59.26795968,4G,-95.48931392,-98.09344113,-90.68135229
10034,Bankipore,-94.72872631,98.79022752,41.37669057,5G,-91.04520831,-100.803991,-97.05050287
10035,Rajendra Nagar,-89.54247887,2.331981955,169.6391087,LTE,-94.06679425,-96.14676618,-90.5593231
10036,Phulwari Sharif,-97.8434994,2.722473346,175.6395203,LTE,-94.28759215,-105.8418251,-100.6121147
10037,Bailey Road,-94.52438894,1.318996314,137.2306306,LTE,-90.20030171,-99.52678191,-95.81834764
10038,Kumhrar,-92.18186714,72.63338767,37.40860223,5G,-88.11019808,-99.7180549,-90.64481268
10039,Anandpuri,-88.78817769,78.54950789,49.4607325,5G,-92.94654844,-94.99919304,-85.90982889
10040,Bankipore,-92.79430483,1.75514477,199.9910807,LTE,-88.79199348,-99.71304554,-90.52547163
10041,Pataliputra,-90.76074233,3.162336795,68.51074779,4G,-88.43166934,-97.3181338,-92.81178332
10042,Patliputra Colony,-92.84091962,98.67310786,48.57450683,5G,-91.84452446,-100.7241069,-94.13429549
10043,Kankarbagh,-86.13747739,5.144165825,50.20499916,4G,-85.65508064,-93.23760811,-86.33505381
10044,Exhibition Road,-84.78839618,2.383991803,167.5506583,LTE,-84.68787103,-92.24366789,-84.67876179
10045,Exhibition Road,-94.52818167,2.112192121,120.7538412,LTE,-94.54249867,-101.9028714,-94.80416708
10046,S.K. Puri,-93.28842477,79.66086654,24.40552786,5G,-89.77236653,-102.978136,-93.3056869
10047,Exhibition Road,-88.34300778,1.033329569,100.7031475,LTE,-91.51973225,-94.27040925,-91.26830048
10048,Danapur,-97.27764622,1.173299319,108.7749153,LTE,-94.4938113,-102.4958297,-97.76107369
10049,Anandpuri,-86.45357231,7.65376941,99.24201745,4G,-89.72363094,-91.45568307,-85.53547967
10050,Phulwari Sharif,-87.54453251,25.27216061,30.84154172,5G,-90.33240245,-95.35333655,-88.78656277
10051,Phulwari Sharif,-84.79480501,3.741304475,50.88811006,4G,-88.62366534,-90.38976097,-83.21124949
10052,Kidwaipuri,-95.94282402,1.120211492,184.967244,LTE,-91.21513184,-102.552501,-97.65464493
10053,Fraser Road,-87.06803822,1.373780201,149.8411742,LTE,-87.17830207,-93.88667471,-88.0660371
10054,Kankarbagh,-92.44641348,6.856346223,77.30510512,4G,-93.05045346,-97.75599588,-95.44316199
10055,Gardanibagh,-84.74006802,9.958794247,75.29933931,4G,-86.32969817,-94.67195714,-81.9231501
10056,Boring Road,-92.69703928,45.11195456,15.18960658,5G,-96.39333357,-100.8128711,-92.61741648
10057,Bankipore,-89.19226272,2.550368808,188.2128917,LTE,-91.92058382,-97.3301392,-91.5937276
10058,Rajendra Nagar,-89.75520025,9.107467195,60.91955884,4G,-91.24746752,-97.16074867,-89.0692104
10059,Kankarbagh,-92.384026,19.16911195,30.56837213,5G,-96.99065768,-99.83470511,-89.48076605
10060,Anisabad,-91.22786982,1.421791028,183.3075403,LTE,-93.12240365,-96.6185118,-90.18223976
10061,Gardanibagh,-91.06498944,2.853929364,178.6798361,LTE,-86.83138268,-97.03024116,-93.40015192
10062,Fraser Road,-85.59571898,2.386412325,195.0235533,LTE,-82.24819211,-93.82100478,-85.00189167
10063,Kumhrar,-92.03947306,8.489128658,81.50841875,4G,-92.76671132,-99.22551228,-91.98547239
10064,Phulwari Sharif,-93.66383638,6.02230054,78.49785178,4G,-95.67094527,-102.9671679,-93.95262368
10065,Gardanibagh,-85.33529781,5.438816436,78.49292203,4G,-89.04868725,-93.4728657,-87.06105644
10066,Kidwaipuri,-92.68670224,13.13816087,31.45243188,5G,-88.80850287,-102.488566,-92.29798432
10067,Patliputra Colony,-89.20873409,3.93440838,86.21080387,4G,-84.34865564,-99.18243621,-89.68232507
10068,S.K. Puri,-90.51996279,5.628534693,78.43568173,4G,-87.45072661,-95.82995652,-90.73711986
10069,Kumhrar,-88.41068987,9.986710302,84.71269922,4G,-86.11519732,-97.86962261,-87.99024706
10070,Gandhi Maidan,-82.30803757,1.53637703,195.9511303,LTE,-79.29870217,-92.22566381,-82.32509277
10071,Fraser Road,-90.19879674,7.121300271,88.31952978,4G,-87.93259366,-96.78557075,-90.62368356
10072,S.K. Puri,-91.29688599,2.386874387,103.1760014,LTE,-88.14928938,-98.98288035,-88.72709175
10073,Patliputra Colony,-96.19296601,3.359887318,65.71761154,4G,-99.09277751,-101.3453552,-98.02092278
10074,Gandhi Maidan,-89.08418525,1.08714384,169.4363283,LTE,-85.86970163,-96.2008582,-88.11571251
10075,Anisabad,-91.99752069,8.654277413,60.14230215,4G,-95.86847907,-97.7140151,-90.67749101
10076,Exhibition Road,-95.12049628,79.85776048,32.6123699,5G,-95.3722445,-102.5682145,-98.10798627
10077,Kankarbagh,-107.6784883,31.7011005,27.49276907,5G,-108.9976418,-114.8528225,-110.5721743
10078,Exhibition Road,-92.28967882,5.442973741,84.99608105,4G,-90.52140091,-99.92716879,-89.37726618
10079,Bailey Road,-94.682253,77.17511375,34.99449668,5G,-90.3627001,-100.9773944,-92.9689047
10080,Bankipore,-91.1294072,3.980595818,53.85945748,4G,-95.32903625,-100.0034682,-89.60722278
10081,Pataliputra,-93.77465977,18.35172855,40.97834872,5G,-94.00476497,-99.77079655,-93.41023447
10082,Anisabad,-90.92722554,2.617397589,118.7758562,LTE,-93.40385743,-96.60087346,-91.64275027
10083,Kankarbagh,-90.2579031,8.426680341,74.32433354,4G,-86.79350993,-96.39526667,-90.21020183
10084,Kankarbagh,-93.27727449,2.980317482,191.8438155,LTE,-96.4597796,-98.34591464,-93.0180582
10085,Bailey Road,-91.12725924,6.88828309,84.61322298,4G,-92.39908314,-96.61815574,-92.45002172
10086,Anisabad,-89.88626817,3.546272564,53.6861536,4G,-85.93377561,-96.87053964,-88.80054451
10087,Boring Canal Road,-93.26659333,9.535072013,65.12187672,4G,-90.37072895,-99.52202468,-95.29819338
10088,Bailey Road,-92.37270451,1.703090906,116.7336777,LTE,-88.77973464,-99.98236613,-89.37452058
10089,S.K. Puri,-92.87354425,4.281546962,50.20003054,4G,-88.63160198,-100.0364663,-90.42749043
10090,Anandpuri,-89.48856014,2.314411797,145.8045984,LTE,-88.79170004,-96.88894268,-89.71916299
10091,Fraser Road,-92.82186002,12.96816078,20.82130307,5G,-96.44969705,-99.92958193,-94.37176652
10092,Gardanibagh,-96.22240517,4.822650493,56.31453861,4G,-93.96709955,-105.6844917,-93.74259003
10093,Fraser Road,-89.63405084,7.176108711,85.01310555,4G,-92.48180722,-96.62117126,-90.8321208
10094,Patliputra Colony,-79.88165997,6.892943534,82.86208865,4G,-84.37592468,-88.84635684,-77.77628294
10095,Boring Road,-91.51171008,2.382352296,175.7519042,LTE,-90.32454895,-98.40509529,-92.01801718
10096,Bankipore,-88.93119971,5.800145156,85.44268317,4G,-84.00875847,-95.97716385,-88.33081643
10097,Kumhrar,-88.79037695,73.52083427,35.29805805,5G,-90.25728257,-97.31981412,-90.60031923
10098,S.K. Puri,-94.12063305,31.65611948,45.005977,5G,-90.96529091,-102.6899136,-95.98826781
10099,Bankipore,-89.59144413,63.8889601,12.14976932,5G,-91.95090729,-97.57188804,-91.51065226
10100,Gandhi Maidan,-94.36649761,22.13651804,47.62910832,5G,-99.14459805,-102.7678498,-92.83626222
10101,Bankipore,-90.99995893,85.87067828,11.72177596,5G,-90.32235844,-97.93788931,-93.26312096
10102,Boring Road,-95.68774507,73.76845169,44.40929593,5G,-92.55833316,-104.5273481,-95.54793191
10103,Phulwari Sharif,-84.23530821,1.640059892,187.334598,LTE,-80.01788698,-89.29954864,-86.64672753
10104,Anisabad,-91.75617514,1.270998001,134.8638564,LTE,-89.41343291,-100.0959492,-89.15840405
10105,Phulwari Sharif,-99.13629394,25.54013957,10.79800263,5G,-95.48980908,-108.4795102,-96.23421904
10106,Pataliputra,-100.2074156,96.37686682,37.50726636,5G,-95.40826789,-109.6838545,-102.575122
10107,Rajendra Nagar,-87.97058801,6.026699075,88.56053267,4G,-83.99592866,-94.66185669,-90.68656057
10108,Fraser Road,-94.37837299,32.45509791,25.09184288,5G,-98.28551918,-100.5363622,-94.46133292
10109,Phulwari Sharif,-93.37397782,1.588168521,171.7499662,LTE,-89.99680531,-100.508359,-93.66738593
10110,Bankipore,-82.35605129,3.816058348,99.58984064,4G,-86.30627148,-91.49821387,-81.53964213
10111,Kankarbagh,-87.89930112,4.011932149,50.48553239,4G,-84.64654997,-96.3624565,-87.7682192
10112,Boring Canal Road,-85.17966826,2.677359432,137.2168595,LTE,-84.17935442,-90.75350774,-86.64340587
10113,Kumhrar,-90.25607781,3.28394101,83.69151558,4G,-88.99250733,-98.70985795,-88.29373557
10114,S.K. Puri,-89.83299791,2.188922122,195.4473852,LTE,-87.98746061,-99.49975791,-90.65233813
10115,S.K. Puri,-98.56177109,15.11459006,13.38726649,5G,-99.04963634,-106.9471228,-98.16058543
10116,Gandhi Maidan,-86.62925176,1.097069301,155.1791435,LTE,-87.17011163,-93.5212144,-85.15823771
10117,Gardanibagh,-88.39189677,1.386317286,144.2715995,LTE,-83.77488843,-96.15804398,-85.85631213
10118,Anandpuri,-96.1305775,98.60942415,21.05476655,5G,-97.71896149,-105.2670966,-95.94445905
10119,Rajendra Nagar,-95.48989539,7.335157337,68.65650871,4G,-94.09719613,-103.6330666,-95.12079583
10120,Pataliputra,-91.73358219,2.839091523,196.6290466,LTE,-92.76739194,-98.08331006,-90.49806385
10121,Kumhrar,-93.07133578,1.840300514,109.6403424,LTE,-96.57058867,-100.8967486,-94.00785188
10122,Patliputra Colony,-93.70579917,6.359344606,52.56846788,4G,-98.12251868,-101.8308709,-90.74296837
10123,Anandpuri,-91.12919718,7.600684147,64.30705671,4G,-89.26715182,-98.02683979,-89.68724069
10124,Ashok Rajpath,-87.87736334,8.337537056,90.42756925,4G,-85.90285939,-94.16810384,-85.25528246
10125,Kumhrar,-84.49496124,1.520850557,139.784866,LTE,-85.99069596,-93.26601278,-83.64410913
10126,Pataliputra,-87.88239178,5.866130084,90.38332591,4G,-88.8655214,-94.02388241,-90.68701401
10127,Rajendra Nagar,-98.79975438,75.74026465,38.92606904,5G,-99.79627052,-106.2139669,-96.52408916
10128,Danapur,-90.72107167,2.351799414,148.5881985,LTE,-86.6745876,-100.4450058,-89.51849126
10129,Fraser Road,-86.28214335,2.992365059,186.6905472,LTE,-88.91889432,-95.94573985,-85.5204563
10130,Exhibition Road,-108.0495388,64.72209644,25.44235783,5G,-112.1451804,-113.167674,-109.0022199
10131,Fraser Road,-86.14581148,5.006514852,98.74863159,4G,-85.94470888,-94.33508499,-85.23012788
10132,Bailey Road,-82.76367441,2.017538824,121.5729273,LTE,-87.36614587,-91.79055449,-80.71178952
10133,Exhibition Road,-87.42521029,8.767675918,95.75123501,4G,-89.41308738,-94.99551827,-84.93055848
10134,Phulwari Sharif,-85.53623551,9.800282126,63.05641129,4G,-81.48015092,-91.80532445,-87.32356188
10135,Exhibition Road,-87.83274604,4.804549444,65.50775546,4G,-84.28683066,-97.32755165,-88.88534725
10136,Rajendra Nagar,-93.61921644,1.147205708,162.0493355,LTE,-96.30881474,-102.20023,-92.01377251
10137,Anandpuri,-81.04520594,1.279410459,134.9081306,LTE,-86.03006939,-88.36551107,-81.46023233
10138,Gandhi Maidan,-90.78566618,19.48381151,23.81753309,5G,-90.12676153,-99.57924146,-90.38691473
10139,Bailey Road,-100.8822172,60.32169508,39.009109,5G,-99.24253165,-109.11445,-102.9527401
10140,Kumhrar,-84.57677006,1.612031485,146.0002261,LTE,-86.59973207,-90.22791684,-83.19857313
10141,Gardanibagh,-94.10177186,4.315185886,84.56591567,4G,-89.99428365,-102.8782211,-96.39197722
10142,Fraser Road,-89.33069551,1.448890647,173.0489299,LTE,-86.14599091,-94.34970394,-92.08930912
10143,Anandpuri,-89.28964255,8.410178856,71.33307813,4G,-85.66175158,-95.21799746,-88.46542205
10144,Kumhrar,-87.13945971,9.896547522,79.85645521,4G,-87.01085756,-94.40833426,-86.23553386
10145,Boring Canal Road,-85.13097663,3.303222114,62.15059924,4G,-83.9906863,-93.76611373,-84.24185501
10146,Kankarbagh,-85.33711866,5.524988321,84.05752673,4G,-85.20983335,-94.33233925,-85.18692622
10147,Anisabad,-102.0183852,96.82963656,48.88366898,5G,-98.23881923,-111.4373142,-99.92330501
10148,Kumhrar,-87.12060817,3.969647544,66.36789196,4G,-83.20235026,-93.28168556,-85.56847022
10149,Gardanibagh,-94.69259718,81.57735409,12.26446936,5G,-89.8778257,-101.0824298,-95.55395566
10150,Kankarbagh,-90.07094657,4.941765028,72.45571816,4G,-90.19571289,-96.00987338,-91.90593166
10151,Exhibition Road,-89.98238111,3.232358212,67.43480567,4G,-90.91875169,-98.96123193,-87.88932753
10152,Danapur,-95.25869514,8.21032039,50.24939612,4G,-94.56258218,-100.7625463,-92.71918001
10153,Anisabad,-88.21074754,8.373103519,82.39476292,4G,-86.06912689,-98.18027564,-86.56970114
10154,Rajendra Nagar,-86.35455439,2.317440635,185.5807143,LTE,-81.53215986,-96.26993383,-88.72749472
10155,Boring Road,-97.15606888,3.770745821,75.52539628,4G,-92.9262936,-106.887825,-98.39161288
10156,Rajendra Nagar,-94.98596349,2.563452741,155.2648165,LTE,-96.26377531,-104.7197874,-94.46519033
10157,S.K. Puri,-97.27569853,75.08408413,16.04161856,5G,-100.026958,-106.6396325,-97.24896263
10158,Bankipore,-91.22610257,19.19908043,14.054088,5G,-88.21033691,-99.65055564,-91.70005966
10159,Ashok Rajpath,-89.40106041,1.34317607,134.081917,LTE,-86.92194028,-98.21112161,-87.46218032
10160,Gandhi Maidan,-95.71558123,7.490869271,55.52263999,4G,-92.03648584,-105.6803642,-94.6574024
10161,Pataliputra,-98.69567165,66.83743537,17.03623866,5G,-99.43884499,-107.4802341,-97.75888449
10162,S.K. Puri,-94.022628,5.858721557,57.9607007,4G,-98.52413589,-99.0374427,-95.40710072
10163,Bailey Road,-107.2401263,74.31153035,38.44830195,5G,-102.9878094,-115.3490066,-109.1368111
10164,Fraser Road,-90.13464912,4.093443812,95.48570879,4G,-88.66681967,-99.90122383,-88.08721256
10165,Boring Road,-94.86350648,2.322991716,125.6121597,LTE,-97.99118262,-101.059335,-93.40516146
10166,Gardanibagh,-93.09481345,4.092579118,59.93168162,4G,-95.74541667,-99.97786621,-92.54879421
10167,Fraser Road,-90.31881955,2.440080014,141.5736557,LTE,-85.33533773,-98.9856723,-93.1706487
10168,Fraser Road,-103.8749749,34.1370309,14.11986361,5G,-105.3647946,-112.0626198,-103.6248499
10169,Kumhrar,-91.83653359,1.187842629,109.2531386,LTE,-91.95473659,-98.51362968,-90.71781029
10170,Patliputra Colony,-96.21382421,50.96290067,30.30213758,5G,-95.3622744,-104.6442249,-97.67847185
10171,Gandhi Maidan,-82.94749484,7.677931524,93.30590604,4G,-85.45813673,-91.29642748,-81.95658282
10172,Pataliputra,-86.01481553,3.160643712,75.23001299,4G,-81.80808724,-92.8128652,-84.49610604
10173,Boring Canal Road,-88.63290167,26.55170157,13.70260798,5G,-85.80124358,-95.4798198,-87.76378425
10174,Exhibition Road,-88.86441783,1.044295701,197.4427175,LTE,-92.05306165,-94.56121829,-88.80231145
10175,Boring Canal Road,-100.8322988,13.24963856,20.84762783,5G,-105.2988626,-108.6635,-103.2555734
10176,Boring Road,-89.73136006,2.727400686,104.2784124,LTE,-88.45244856,-96.43887067,-91.07027116
10177,Phulwari Sharif,-89.17495184,1.528561151,178.5605586,LTE,-86.46643801,-97.3233164,-88.69420402
10178,Bankipore,-88.14255978,2.933902438,112.8085547,LTE,-90.10710245,-94.79713705,-90.37998984
10179,Boring Road,-96.66982871,94.30469053,39.28683023,5G,-101.4675314,-104.6399826,-96.70708174
10180,Ashok Rajpath,-86.32274683,2.074947751,152.2514134,LTE,-82.84202847,-94.83688581,-83.44143869
10181,Boring Road,-94.20212901,37.70722214,40.78034808,5G,-97.84062232,-102.7012164,-95.03537511
10182,Bankipore,-95.41615479,2.154731102,162.5176299,LTE,-96.41607792,-103.6197611,-97.87863725
10183,Patliputra Colony,-91.87418945,6.647881389,55.02371853,4G,-87.61546767,-99.57505298,-89.02387316
10184,Danapur,-103.586809,86.9092197,27.19146499,5G,-105.4737474,-112.7162072,-104.0639926
10185,Gardanibagh,-92.09756332,2.971018445,100.3845679,LTE,-88.21687066,-98.05007811,-89.44803903
10186,Patliputra Colony,-95.71442348,65.76670757,41.79110568,5G,-94.31442294,-103.5812253,-94.6740006
10187,Bankipore,-102.8733021,26.22383729,33.99408039,5G,-100.5520969,-112.2329729,-102.8986631
10188,Gardanibagh,-83.86975626,2.579326051,115.6207269,LTE,-86.5572049,-90.61621379,-83.95648994
10189,Fraser Road,-92.69077372,4.760546519,70.95569276,4G,-90.77049602,-101.7630308,-90.49929163
10190,Fraser Road,-98.75326594,9.243465883,78.74179813,4G,-102.7282003,-108.1574961,-99.58473801
10191,Kankarbagh,-97.07733428,4.460724735,52.58240437,4G,-100.2229797,-103.428002,-98.8151361
10192,Bankipore,-91.85930256,84.05459951,13.4430575,5G,-94.12071498,-101.4837455,-91.58299425
10193,Kankarbagh,-92.86328483,64.46026037,35.09411844,5G,-92.40661255,-99.70375321,-90.09626741
10194,Fraser Road,-103.8815876,87.97455577,36.24661155,5G,-107.7581353,-112.0765499,-103.3541622
10195,Bailey Road,-88.98387412,83.54748951,16.03678928,5G,-89.11835838,-96.00137553,-89.00254093
10196,Exhibition Road,-88.38670042,4.385765358,84.65544248,4G,-83.524331,-95.58583592,-86.02099499
10197,Gardanibagh,-91.5106253,1.125086397,174.7831657,LTE,-91.67179544,-96.84344585,-91.81553893
10198,Ashok Rajpath,-90.5494563,2.634629794,165.7254726,LTE,-90.29798288,-97.24188511,-90.57360883
10199,Phulwari Sharif,-88.18301293,6.264231511,88.23538885,4G,-84.32024555,-95.17121998,-87.78830392
10200,Exhibition Road,-88.98584023,6.740354154,98.28658661,4G,-84.11624506,-95.88220742,-90.11881158
10201,Kidwaipuri,-85.88982086,9.161306594,86.45979966,4G,-88.09629515,-91.41979408,-85.72193786
10202,Bankipore,-92.86903455,3.441668673,81.33681511,4G,-92.77798223,-100.1336626,-93.89616782
10203,Phulwari Sharif,-89.3824033,7.5564472,69.73880343,4G,-88.26175728,-94.6399829,-86.69630993
10204,Kankarbagh,-87.27819484,6.388542798,77.71179444,4G,-90.44967618,-93.74323293,-86.38636463
10205,Anisabad,-91.1166884,2.494548166,194.6072259,LTE,-95.37743906,-100.21981,-93.64994952
10206,Rajendra Nagar,-94.08616945,58.69727188,29.43063146,5G,-90.28071286,-99.96627377,-91.557805
10207,Exhibition Road,-94.68983582,4.151891737,95.9868975,4G,-96.16353995,-101.5007074,-96.57419422
10208,Bailey Road,-93.20363604,64.52028626,39.5626597,5G,-95.64176519,-102.9708669,-95.86464893
10209,Fraser Road,-97.47394885,74.9772535,36.74036545,5G,-98.59894508,-103.7275912,-98.17695753
10210,Kankarbagh,-88.24086774,5.96925093,75.06526829,4G,-89.28725817,-93.74909622,-89.1464047
10211,Anisabad,-93.23639325,1.576530828,129.6883717,LTE,-96.78757418,-100.573416,-92.32303289
10212,Pataliputra,-88.25032485,8.269380928,61.76191144,4G,-89.92529223,-94.80548328,-87.02661665
10213,Boring Road,-88.00185581,1.478673724,184.4395387,LTE,-86.37410381,-94.67961809,-88.35013255
10214,Gandhi Maidan,-85.8491715,2.153677725,198.2955233,LTE,-89.04589049,-94.96089348,-87.55654822
10215,Bailey Road,-88.32298379,1.96501397,173.3252672,LTE,-85.64300773,-98.15143741,-89.91917463
10216,Danapur,-87.80098001,2.165711845,103.2040571,LTE,-86.76782672,-94.14280935,-87.40985754
10217,Kidwaipuri,-90.78683029,7.220910669,60.72667793,4G,-93.68492295,-100.1554486,-89.16229337
10218,S.K. Puri,-98.03348732,75.64498234,11.73570208,5G,-98.47210646,-107.3108911,-95.59808791
